month,Org Code,Org name,Parent Org,type1_attendances,type1_over_4hrs,type1_perf_pct,dta_12hr_waits,in_trend_population,source_file
2026-01-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST ,7877,4216,46.5,424,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST ,10034,4418,56.0,783,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7582,4082,46.2,58,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,8705,3725,57.2,763,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RVJ,NORTH BRISTOL NHS TRUST,NHS ENGLAND SOUTH WEST ,9077,3607,60.3,564,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND LONDON,11244,3440,69.4,913,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST ,13369,6172,53.8,1208,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,5067,3116,38.5,65,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RW4,MERSEY CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10124,5408,46.6,856,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS ,17164,7743,54.9,1595,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NHS ENGLAND MIDLANDS ,22688,9253,59.2,1017,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NHS ENGLAND SOUTH EAST ,18969,5286,72.1,629,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND EAST OF ENGLAND ,8781,3035,65.4,14,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,NHS ENGLAND EAST OF ENGLAND ,9586,5582,41.8,334,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,8068,3478,56.9,564,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS ,13731,6952,49.4,1431,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,6660,3450,48.2,1063,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,15944,2970,81.4,145,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS ,12595,7716,38.7,1027,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST ,9503,4576,51.8,197,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXF,MID YORKSHIRE TEACHING NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,16197,6542,59.6,1038,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS ,11472,5655,50.7,645,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,9001,4500,50.0,650,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,12016,4833,59.8,523,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,12948,5904,54.4,45,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST ,9621,3889,59.6,469,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST ,13668,4842,64.6,1407,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS ,10549,5992,43.2,1601,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,NHS ENGLAND EAST OF ENGLAND ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,NHS ENGLAND MIDLANDS ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,NHS ENGLAND MIDLANDS ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,12325,5303,57.0,0,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST ,27280,11503,57.8,1196,True,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,Y02428,PUTNOE WALK IN CENTRE,NHS ENGLAND EAST OF ENGLAND ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,Y02532,MIRIAM MINOR EMERGENCY,NHS ENGLAND NORTH WEST ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,NHS ENGLAND MIDLANDS ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,Y02676,BRIGHTON STATION HEALTH CENTRE,NHS ENGLAND SOUTH EAST ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,Y03007,ERDINGTON GP HEALTH & WELLBEING WIC,NHS ENGLAND MIDLANDS ,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,Y03218,THE PINN UNREGISTERED WIC,NHS ENGLAND LONDON,0,0,,0,False,Monthly-AE-January-2026-revised-3dker.csv
2026-02-01,8J094,BADGER LTD,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,AAH,TETBURY HOSPITAL TRUST LTD,NHS ENGLAND SOUTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,ACH01,WHITSTABLE MEDICAL PRACTICE,NHS ENGLAND SOUTH EAST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,AD913,BECKENHAM BEACON UCC,NHS ENGLAND LONDON,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,AJN,WORKINGTON HEALTH LIMITED,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,AQM01,FAVERSHAM MEDICAL PRACTICE MIU,NHS ENGLAND SOUTH EAST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,AQN04,PHL LYMINGTON UTC,NHS ENGLAND SOUTH EAST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,ARN03,LOCAL CARE DIRECT,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,C82009,MARKET HARBOROUGH MED.CTR,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,C82038,LATHAM HOUSE MEDICAL PRACTICE,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,C83023,SLEAFORD MEDICAL GROUP,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,DJV01,HERNE BAY HEALTH CARE LTD,NHS ENGLAND SOUTH EAST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,DT301,HERTS URGENT CARE (ASCOTS LANE),NHS ENGLAND EAST OF ENGLAND ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,G0Q0L,BARKING HOSPITAL UTC,NHS ENGLAND LONDON,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,G3P9C,TROWBRIDGE MINOR INJURIES UNIT,NHS ENGLAND SOUTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,K6K0R,HAROLD WOOD POLYCLINIC UTC,NHS ENGLAND LONDON,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,L83087,OKEHAMPTON MEDICAL CENTRE,NHS ENGLAND SOUTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,NHS ENGLAND SOUTH EAST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NL7,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NLX,SIRONA CARE & HEALTH,NHS ENGLAND SOUTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NNF09,BRANSHOLME HEALTH CENTRE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NNF16,BRIDLINGTON HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NNF94,EAST RIDING COMMUNITY HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NNFA7,GOOLE & DISTRICT HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NNJ,DHU HEALTH CARE C.I.C,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NNJ07,LOUGHBOROUGH URGENT CARE CENTRE,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NNJ0H,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NNJ12,MARKET HARBOROUGH,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NNJ13,MELTON MOWBRAY,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NNJ14,OADBY,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NNJ15,OAKHAM,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NQT1I,CHIPPENHAM COMMUNITY HOSPITAL,NHS ENGLAND SOUTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NQT5F,SKELMERSDALE WALK IN CENTRE,NHS ENGLAND NORTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NQT5H,PAULTON MEMORIAL HOSPITAL,NHS ENGLAND SOUTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NQTE4,SUMMERFIELD URGENT CARE CENTRE,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,NHS ENGLAND SOUTH EAST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,NHS ENGLAND SOUTH EAST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NTV0B,ASHFORD WALK-IN-CENTRE,NHS ENGLAND SOUTH EAST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NTV0W,WOKING WALK IN CENTRE,NHS ENGLAND SOUTH EAST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NV693,ROSSENDALE MIU & OOH,NHS ENGLAND NORTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,NVE43,HASTINGS GP LED HEALTH CENTRE,NHS ENGLAND SOUTH EAST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,24273,9641,60.3,83,True,February-2026-CSV-Dl8t54.csv
2026-02-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10371,5314,48.8,1,True,February-2026-CSV-Dl8t54.csv
2026-02-01,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST ,13434,6069,54.8,454,True,February-2026-CSV-Dl8t54.csv
2026-02-01,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,NHS ENGLAND MIDLANDS ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,R1F,ISLE OF WIGHT NHS TRUST,NHS ENGLAND SOUTH EAST ,3551,1235,65.2,159,True,February-2026-CSV-Dl8t54.csv
2026-02-01,R1H,BARTS HEALTH NHS TRUST,NHS ENGLAND LONDON,24013,10119,57.9,1271,True,February-2026-CSV-Dl8t54.csv
2026-02-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,12235,6214,49.2,374,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RA2,ROYAL SURREY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST ,6229,2097,66.3,8,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST ,14252,5165,63.8,440,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST ,6060,3014,50.3,74,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8619,1977,77.1,75,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND ,24311,10563,56.6,1184,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,24307,8072,66.8,1870,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NHS ENGLAND LONDON,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,4633,1969,57.5,18,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,NHS ENGLAND LONDON,6356,3413,46.3,467,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST ,3844,1646,57.2,91,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RBK,WALSALL HEALTHCARE NHS TRUST,NHS ENGLAND MIDLANDS ,8964,3143,64.9,331,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,6951,3741,46.2,758,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST ,15685,6218,60.4,480,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,5576,1114,80.0,0,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,6395,3649,42.9,634,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND ,15343,5384,64.9,65,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10322,5614,45.6,406,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,4569,1375,69.9,12,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RCF,AIREDALE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,5277,2307,56.3,262,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,4002,295,92.6,0,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NHS ENGLAND EAST OF ENGLAND ,6151,2827,54.0,131,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST ,8288,3645,56.0,219,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND ,7474,3776,49.5,0,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND ,10184,4342,57.4,559,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST ,20751,8634,58.4,713,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NHS ENGLAND SOUTH WEST ,6239,3619,42.0,529,True,February-2026-CSV-Dl8t54.csv
2026-02-01,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,14733,7314,50.4,1234,True,February-2026-CSV-Dl8t54.csv
2026-02-01,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
2026-02-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NHS ENGLAND LONDON,12627,5281,58.2,628,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8494,2102,75.3,1,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8770,2958,66.3,54,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS ,6796,3794,44.2,523,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND ,14103,5984,57.6,921,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND ,6735,2319,65.6,358,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND ,7170,2577,64.1,546,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND ,10319,4672,54.7,558,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RH5,SOMERSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST ,10507,5465,48.0,196,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST ,11271,5037,55.3,298,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST ,9612,2738,71.5,10,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8037,4030,49.9,4,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,NHS ENGLAND SOUTH EAST ,9755,3810,60.9,1039,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST ,10031,3586,64.3,52,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NHS ENGLAND LONDON,9456,3677,61.1,67,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NHS ENGLAND LONDON,14807,7625,48.5,703,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NHS ENGLAND LONDON,12080,4902,59.4,685,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,8228,2779,66.2,443,True,February-2026-CSV-Dl8t54.csv
2026-02-01,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST ,0,0,,0,False,February-2026-CSV-Dl8t54.csv
